"site_no","sample_dt","sample_tm","site_name","Water_temp_C","Secchi_depth_m","Sampling_depth_m","Total_phosphorus_mgL","Filtered_phosphorus_mgL","Chlorophyll_a_ugL","Filtered_nitrogen_mgL","Total_nitrogen_mgL","Salinity_gL","Density","Salinity_pct"
"405356112205601",2005-07-26,"11:40","GB2",26.6,NA,0.2,0.11,0.07,NA,4.54,NA,NA,NA,NA
"405356112205601",2005-07-26,"11:50","GB2",26.1,NA,7,0.1,0.1,NA,4.55,NA,NA,NA,NA
"405356112205601",2005-07-26,"12:00","GB2",21.2,NA,8,0.36,0.24,NA,6.2,9.3,NA,NA,NA
"405356112205601",2005-08-23,"11:50","GB2",25.8,NA,0.2,0.18,0.06,19.9,4.13,NA,NA,NA,NA
"405356112205601",2005-08-23,"12:00","GB2",20.9,NA,7.5,0.45,0.23,NA,7.84,NA,NA,NA,NA
"405356112205601",2005-08-23,"12:10","GB2",18.4,NA,8.5,0.4,1.06,NA,9.09,13,NA,NA,NA
"405356112205601",2005-10-06,"13:30","GB2",17.3,NA,0.2,0.15,0.08,NA,4.1,NA,NA,NA,NA
"405356112205601",2005-10-06,"14:05","GB2",17.3,NA,7.2,0.13,0.07,NA,3.91,NA,NA,NA,NA
"405356112205601",2005-10-06,"14:15","GB2",17.7,NA,8,2.13,1.22,NA,9.6,20,NA,NA,NA
"405356112205601",2005-11-18,"10:40","GB2",9,NA,0.2,0.08,0.26,NA,4.95,NA,NA,NA,NA
"405356112205601",2005-11-18,"10:50","GB2",11.8,NA,7.5,1.08,0.08,NA,4.76,NA,NA,NA,NA
"405356112205601",2005-11-18,"11:00","GB2",12.8,NA,8,3.54,0.5,NA,10.9,NA,NA,NA,NA
"405356112205601",2006-03-16,"12:15","GB2",5.2,NA,0.2,0.23,0.3,NA,3.51,NA,NA,NA,NA
"405356112205601",2006-03-16,"12:30","GB2",5,NA,6.5,0.23,0.31,NA,3.27,NA,NA,NA,NA
"405356112205601",2006-03-16,"12:45","GB2",5.5,NA,8,0.86,0.46,255,8.12,12,NA,NA,NA
"405356112205601",2006-05-23,"12:30","GB2",20.1,5,0.2,0.24,0.35,0.8,2.97,3.1,NA,NA,NA
"405356112205601",2006-05-23,"12:50","GB2",13.8,5,6.5,0.46,0.4,NA,3.12,NA,NA,NA,NA
"405356112205601",2006-05-23,"13:15","GB2",9.5,5,8.5,0.88,0.62,224,5.28,9.6,NA,NA,NA
"405356112205601",2006-06-20,"11:30","GB2",22.4,NA,0.2,0.27,0.28,24.8,2.95,3.6,NA,NA,NA
"405356112205601",2006-06-20,"11:50","GB2",21.6,NA,6.5,0.23,0.28,NA,3.07,NA,NA,NA,NA
"405356112205601",2006-06-20,"12:10","GB2",11.7,NA,8.5,0.65,0.73,41.7,4.98,7,NA,NA,NA
"405356112205601",2006-07-27,"11:15","GB2",28.6,2.5,0.2,0.29,0.23,7.4,3.34,3.8,NA,NA,NA
"405356112205601",2006-07-27,"12:40","GB2",27.8,2.5,7,0.49,0.44,NA,4.78,NA,NA,NA,NA
"405356112205601",2006-07-27,"13:00","GB2",14.9,2.5,8.5,1.01,1.05,259,8.44,15,NA,NA,NA
"405356112205601",2006-09-01,"09:15","GB2",22.2,1.2,0.2,0.13,0.09,6.2,3.57,4.5,NA,NA,NA
"405356112205601",2006-09-01,"10:30","GB2",22.2,1.2,6.5,0.23,0.12,NA,3.75,NA,NA,NA,NA
"405356112205601",2006-09-01,"11:00","GB2",18.3,1.2,8.5,2,0.8,NA,8.77,18,NA,NA,NA
"405356112205601",2006-09-28,"10:25","GB2",16.7,3,0.2,0.07,0.21,3.1,3.92,4.3,NA,NA,NA
"405356112205601",2006-09-28,"10:45","GB2",16,3,6.5,0.09,0.13,NA,3.73,NA,NA,NA,NA
"405356112205601",2006-09-28,"11:00","GB2",18.4,3,8,0.98,0.79,95.5,8.39,15,NA,NA,NA
"405356112205601",2006-11-03,"10:00","GB2",10.5,0.8,0.2,0.1,0.07,28.9,3.76,4.04,NA,NA,NA
"405356112205601",2006-11-03,"10:40","GB2",11.2,0.8,6.5,0.53,0.89,NA,8.45,10.6,NA,NA,NA
"405356112205601",2006-11-03,"11:30","GB2",15.4,0.8,8,0.71,0.33,119,8.21,11.4,NA,NA,NA
"405356112205601",2006-11-20,"11:00","GB2",NA,0.8,8,1.07,1.08,130,11.8,12,NA,NA,NA
"405356112205601",2006-11-20,"11:05","GB2",NA,0.8,6.5,0.12,0.18,NA,4.13,3.94,NA,NA,NA
"405356112205601",2006-11-20,"11:30","GB2",NA,0.8,0.2,0.1,0.18,27,3.7,3.85,NA,NA,NA
"405356112205601",2006-12-07,"10:55","GB2",3.4,0.7,0.2,0.2,0.1,27,3.39,3.92,NA,NA,NA
"405356112205601",2006-12-07,"11:15","GB2",3.6,0.7,6.5,0.14,0.12,NA,3.52,4.03,NA,NA,NA
"405356112205601",2006-12-07,"11:25","GB2",11.5,0.7,8,1.42,0.73,154,8.19,12.3,NA,NA,NA
"405356112205601",2007-03-19,"11:15","GB2",12.8,0.55,0.2,0.1,0.1,30.1,3.42,4.02,NA,NA,NA
"405356112205601",2007-03-19,"11:45","GB2",2.4,0.55,6.5,0.49,0.46,NA,7.56,9.86,NA,NA,NA
"405356112205601",2007-03-19,"12:15","GB2",5.4,0.55,8,0.4,0.27,92.3,7.09,10.6,NA,NA,NA
"405356112205601",2007-05-01,"13:35","GB2",20.1,0.7,0.2,0.14,0.14,8.3,3.49,3.91,NA,NA,NA
"405356112205601",2007-05-01,"13:45","GB2",11.2,0.7,6.5,0.12,0.14,NA,3.67,4.28,NA,NA,NA
"405356112205601",2007-05-01,"13:50","GB2",7.9,0.7,8.5,0.97,0.38,127,7.45,11.4,NA,NA,NA
"405356112205601",2007-05-01,"14:25","GB2",20.1,0.75,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"405356112205601",2007-05-01,"14:50","GB2",7.9,0.75,8.5,NA,NA,NA,NA,NA,NA,NA,NA
"405356112205601",2007-05-31,"11:10","GB2",19.9,5.4,0.2,0.09,0.15,0.3,3.94,3.71,NA,NA,NA
"405356112205601",2007-05-31,"11:45","GB2",13.3,5.4,7,0.62,0.4,NA,6.33,8.42,NA,NA,NA
"405356112205601",2007-05-31,"12:15","GB2",10.2,5.4,8.3,0.5,0.49,131,6.78,10.3,NA,NA,NA
"405356112205601",2007-06-27,"14:00","GB2",13.7,NA,8.1,0.95,0.79,137,7.02,11.9,NA,NA,NA
"405356112205601",2007-06-27,"14:20","GB2",16.4,1.6,7,0.55,0.9,NA,6.96,10,NA,NA,NA
"405356112205601",2007-06-27,"14:40","GB2",24.7,1.6,0.2,0.08,0.16,10.6,3.81,3.88,NA,NA,NA
"405356112205601",2007-07-25,"11:30","GB2",27.3,3.9,0.2,0.18,0.21,NA,3.96,4.13,NA,NA,NA
"405356112205601",2007-07-25,"11:35","GB2",27.3,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"405356112205601",2007-07-25,"11:45","GB2",25.5,NA,6.5,0.84,0.6,NA,7.01,9.26,NA,NA,NA
"405356112205601",2007-07-25,"12:00","GB2",13.6,NA,8,1.26,0.27,NA,8.63,13.3,NA,NA,NA
"405356112205601",2007-07-25,"12:15","GB2",13.6,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"405356112205601",2007-08-21,"11:30","GB2",24.9,2.6,0.2,0.15,0.07,NA,3.77,4.26,NA,NA,NA
"405356112205601",2007-08-21,"12:00","GB2",23.3,2.6,6.5,0.12,0.16,NA,3.9,4.23,NA,NA,NA
"405356112205601",2007-08-21,"12:15","GB2",16.8,2.6,8,1.02,0.61,NA,7.91,11.3,NA,NA,NA
"405356112205601",2007-10-16,"10:35","GB2",14.4,2.7,0.2,0.24,0.22,NA,4.46,4.77,NA,NA,NA
"405356112205601",2007-10-16,"10:55","GB2",16.9,2.7,7,0.66,0.43,NA,10.1,13.6,NA,NA,NA
"405356112205601",2007-10-16,"11:05","GB2",17.4,2.7,7.8,0.74,0.21,NA,9.36,14.6,NA,NA,NA
"405356112205601",2010-04-15,"12:10","GB2",8,NA,7,0.335,0.184,NA,3.22,4.22,NA,1.103,NA
"405356112205601",2010-04-15,"12:15","GB2",12.5,NA,0.2,0.333,0.179,NA,3.24,4.3,NA,NA,NA
"405356112205601",2010-05-19,"14:07","GB2",17.9,NA,0.2,0.306,0.192,NA,3.41,4.15,NA,NA,NA
"405356112205601",2010-05-19,"14:30","GB2",13,NA,7,0.351,0.23,NA,3.58,4.46,NA,NA,NA
"405356112205601",2010-06-24,"12:17","GB2",21,NA,0.2,0.34,0.267,NA,3.56,3.82,NA,1.099,NA
"405356112205601",2010-06-24,"12:40","GB2",20,NA,7,0.36,0.251,NA,3.46,3.93,NA,1.1,NA
"405356112205601",2010-07-15,"13:50","GB2",25.7,NA,0.2,0.304,0.211,NA,3.54,4.42,NA,1.101,NA
"405356112205601",2010-07-15,"14:00","GB2",22,NA,7,0.468,0.34,NA,4.46,5.39,NA,1.102,NA
"405356112205601",2010-08-12,"13:20","GB2",24.6,NA,0.2,0.334,0.313,NA,4.45,4.71,NA,1.108,NA
"405356112205601",2010-08-12,"13:40","GB2",24.3,NA,7,0.342,0.308,NA,4.11,4.45,NA,1.107,NA
"405356112205601",2010-09-15,"11:40","GB2",20.9,NA,0.2,0.335,0.261,NA,4.16,4.71,NA,1.112,NA
"405356112205601",2010-09-15,"11:50","GB2",20.3,NA,7,0.331,0.279,NA,4.28,4.75,NA,1.112,NA
"405356112205601",2010-10-13,"10:30","GB2",17.8,NA,0.2,0.484,0.298,NA,4.31,4.68,NA,1.115,NA
"405356112205601",2010-10-13,"10:50","GB2",17.5,NA,7,0.342,0.312,NA,4.3,4.49,NA,1.115,NA
"405356112205601",2010-12-21,"11:10","GB2",3,NA,0.5,0.363,0.262,NA,3.61,4.5,NA,1.109,NA
"405356112205601",2010-12-21,"11:50","GB2",3,NA,7,0.397,0.254,NA,3.81,4.84,NA,1.112,NA
"405356112205601",2011-02-10,"10:05","GB2",1.4,NA,0.5,0.29,0.248,NA,3.58,4.29,NA,1.107,NA
"405356112205601",2011-02-10,"10:15","GB2",1.2,NA,7,0.348,0.272,NA,3.84,4.83,NA,1.111,NA
"405356112205601",2011-03-09,"11:20","GB2",8.7,NA,0.5,0.314,0.264,NA,3.54,4.51,NA,1.102,NA
"405356112205601",2011-03-09,"11:25","GB2",NA,NA,7,0.419,0.289,NA,3.81,5.16,NA,1.107,NA
"405356112205601",2011-05-05,"10:15","GB2",11.6,NA,0.5,0.296,0.201,NA,3.31,3.85,120,1.093,10.9789569990851
"405356112205601",2011-05-05,"10:20","GB2",10.6,NA,7,0.303,0.223,NA,3.45,3.94,123,1.095,11.2328767123288
"405356112205601",2011-06-15,"13:00","GB2",13.6,NA,8.5,0.508,0.418,NA,3.91,3.94,NA,NA,NA
"405356112205601",2011-06-15,"13:30","GB2",21.1,NA,0.5,0.267,0.268,NA,3.23,2.85,NA,NA,NA
"405356112205601",2011-07-20,"12:51","GB2",24.5,NA,0.5,0.215,0.17,NA,2.66,2.81,104,1.077,9.65645311049211
"405356112205601",2011-07-20,"13:05","GB2",18,NA,8,0.597,0.46,NA,4.23,5.68,120,1.089,11.0192837465565
"405356112205601",2011-07-29,"12:45","GB2",26.4,NA,0.2,0.235,0.22,1.57,2.94,2.62,104,1.076,9.66542750929368
"405356112205601",2011-07-29,"13:15","GB2",17.5,NA,8.5,0.632,0.536,13.3,4.31,4.09,119,1.088,10.9375
"405356112205601",2011-09-19,"10:28","GB2",21.6,NA,0.5,0.211,0.185,NA,2.77,2.85,107,1.078,9.92578849721707
"405356112205601",2011-09-19,"11:05","GB2",20.4,NA,8.5,1.07,0.762,NA,6.77,7.7,151,1.113,13.5669362084456
"405356112205601",2011-10-12,"11:40","GB2",16.4,NA,0.5,0.269,0.222,NA,3.21,3.15,102,NA,NA
"405356112205601",2011-10-12,"11:50","GB2",18.8,NA,8.5,1.19,0.791,NA,7.56,8.44,NA,NA,NA
"405356112205601",2011-10-31,"10:45","GB2",12.7,NA,0.2,0.243,0.188,1.24,3.05,3.2,107,1.079,9.91658943466173
"405356112205601",2011-10-31,"11:30","GB2",17,NA,8.3,1.08,0.94,17.5,7.68,9.03,161,1.123,14.3365983971505
"405356112205601",2011-11-16,"11:20","GB2",7.8,NA,0.5,0.234,0.227,NA,2.97,3.33,106,1.08,9.81481481481481
"405356112205601",2011-11-16,"11:30","GB2",12.9,NA,8.5,1.43,0.988,NA,8.87,12.6,163,1.126,14.4760213143872
"405356112205601",2012-01-12,"11:05","GB2",0,NA,0.5,0.239,0.152,NA,1.74,2.14,101,1.076,9.38661710037175
"405356112205601",2012-01-12,"11:15","GB2",8,NA,8.5,1.29,0.749,NA,6.7,9.67,171,1.132,15.1060070671378
"405356112205601",2012-02-09,"11:00","GB2",2.5,NA,0.5,0.246,0.163,NA,2.19,2.39,99,1.073,9.2264678471575
"405356112205601",2012-02-09,"11:10","GB2",6.5,NA,8.5,1.08,0.678,NA,3.89,4.35,171,1.13,15.1327433628319
"405356112205601",2012-03-20,"10:52","GB2",6.2,NA,0.5,0.223,0.146,NA,2.59,2.84,97,1.071,9.05695611577965
"405356112205601",2012-03-20,"11:00","GB2",5.9,NA,8.5,1.65,0.935,NA,7.51,12.5,167,1.126,14.8312611012433
"405356112205601",2012-04-10,"11:10","GB2",11.4,NA,0.5,0.227,0.146,NA,2.42,2.73,97,1.074,9.0316573556797
"405356112205601",2012-04-10,"12:05","GB2",6.9,NA,8.5,1.25,0.651,NA,6.23,11.5,166,1.128,14.7163120567376
"405356112205601",2012-05-29,"12:20","GB2",17.9,NA,0.5,0.205,0.191,NA,2.81,2.66,167,1.127,14.8181011535049
"405356112205601",2012-05-29,"12:40","GB2",11.8,NA,9.8,1.44,0.742,NA,6.74,11.2,167,1.127,14.8181011535049
"405356112205601",2012-06-13,"12:00","GB2",20.9,NA,0.2,0.222,0.197,0.01,2.87,3.42,104,1.076,9.66542750929368
"405356112205601",2012-06-13,"12:45","GB2",15.3,NA,8.4,1.46,0.713,33.7,6.98,10.2,163,1.124,14.5017793594306
"405356112205601",2012-06-27,"10:30","GB2",NA,NA,0.2,0.227,0.21,NA,2.81,2.9,106,1.078,9.8330241187384
"405356112205601",2012-06-27,"10:45","GB2",15.4,NA,8.5,1.76,0.857,NA,6.42,11.1,164,1.124,14.5907473309609
"405356112205601",2012-07-26,"09:50","GB2",26.2,NA,0.5,0.225,0.207,NA,2.86,2.49,NA,NA,NA
"405356112205601",2012-07-26,"10:00","GB2",17.8,NA,8.5,1.22,0.66,NA,5.62,6.32,NA,NA,NA
"405356112205601",2012-08-15,"13:46","GB2",27.3,NA,0.5,0.21,0.199,NA,3.28,3.11,113,1.083,10.4339796860572
"405356112205601",2012-08-15,"14:09","GB2",20.2,NA,8.5,1.13,0.705,NA,7.31,5.99,168,1.127,14.9068322981366
"405356112205601",2012-09-18,"09:00","GB2",21.9,NA,0.5,0.213,0.181,NA,3.23,3.25,120,1.089,11.0192837465565
"405356112205601",2012-09-18,"10:00","GB2",23.3,NA,8,1.2,0.758,NA,7.74,6.81,179,1.137,15.7431838170624
"405356112205601",2012-10-18,"11:45","GB2",15.6,NA,0.5,0.206,0.188,NA,3.3,3.31,122,1.091,11.1824014665445
"405356112205601",2012-10-18,"11:55","GB2",20.1,NA,8,1.22,0.765,NA,6.58,9.95,178,1.137,15.6552330694811
"405356112205601",2012-11-02,"12:15","GB2",12.7,NA,0.2,0.222,0.173,3.37,2.98,2.95,NA,NA,NA
"405356112205601",2012-11-02,"12:45","GB2",19.5,NA,8,1.19,0.787,37.4,6.89,6.13,NA,NA,NA
"405356112205601",2012-11-14,"10:50","GB2",NA,NA,0.5,0.263,0.18,NA,3.3,3.1,124,1.092,11.3553113553114
"405356112205601",2012-11-14,"11:00","GB2",NA,NA,8,1.39,0.843,NA,6.79,6.96,178,1.137,15.6552330694811
"405356112205601",2012-12-20,"11:40","GB2",3.1,NA,0.5,0.272,0.179,NA,3.23,3.99,122,1.091,11.1824014665445
"405356112205601",2012-12-20,"11:45","GB2",10.2,NA,8,1.47,0.813,NA,6.96,11.3,174,1.132,15.3710247349823
"405356112205601",2013-02-21,"11:00","GB2",1.1,NA,0.5,1.18,0.775,NA,7.31,9.35,120,1.091,10.9990834097159
"405356112205601",2013-02-21,"11:10","GB2",4,NA,7,0.263,0.181,NA,3.22,3.57,169,1.132,14.9293286219081
"405356112205601",2013-03-19,"11:20","GB2",8,NA,0.5,0.251,0.156,NA,2.83,3.86,118,1.089,10.8356290174472
"405356112205601",2013-03-19,"11:30","GB2",6.3,NA,8,1.3,0.833,NA,7.61,11.4,180,1.139,15.8033362598771
"405356112205601",2013-04-18,"11:30","GB2",10.2,NA,0.5,0.242,0.168,NA,2.99,NA,118,1.088,10.8455882352941
"405356112205601",2013-04-18,"11:45","GB2",7.5,NA,8,1.72,0.741,NA,6.12,12.2,177,1.133,15.6222418358341
"405356112205601",2013-05-31,"11:15","GB2",NA,NA,0.2,NA,NA,NA,NA,NA,120,NA,NA
"405356112205601",2013-05-31,"11:30","GB2",NA,NA,8,NA,NA,NA,NA,NA,169,NA,NA
"405356112205601",2013-06-04,"11:30","GB2",20,NA,0.5,0.235,0.22,NA,3.29,3.14,121,1.09,11.1009174311927
"405356112205601",2013-06-04,"11:45","GB2",11.8,NA,8.3,1.79,0.859,NA,6.98,11.1,177,1.131,15.6498673740053
"405356112205601",2013-06-14,"10:20","GB2",22.2,NA,0.2,0.233,0.229,1.62,3.34,3.2,122,1.091,11.1824014665445
"405356112205601",2013-06-14,"10:45","GB2",12.6,NA,7.9,1.66,0.908,96.5,6.9,10.9,176,1.134,15.5202821869489
"405356112205601",2013-06-26,"10:30","GB2",16.2,NA,7.5,1.54,0.889,NA,7.05,10.3,177,1.1,16.0909090909091
"405356112205601",2013-06-26,"10:40","GB2",21.8,NA,0.5,0.236,0.222,NA,3.31,3.27,125,1.1,11.3636363636364
"405356112205601",2013-07-17,"10:45","GB2",26.1,NA,0.5,0.239,0.198,NA,3.1,3.18,128,1.096,11.6788321167883
"405356112205601",2013-07-17,"10:55","GB2",17,NA,7.5,1.83,0.899,NA,6.73,11.6,177,1.136,15.580985915493
"405356112205601",2013-07-24,"09:20","GB2",NA,NA,0.1,NA,NA,NA,NA,NA,129,1.096,11.7700729927007
"405356112205601",2013-07-24,"09:25","GB2",NA,NA,8.3,NA,NA,NA,NA,NA,157,1.118,14.0429338103757
"405356112205601",2013-08-14,"10:41","GB2",25.2,NA,0.5,0.236,0.218,NA,3.66,3.3,133,1.1,12.0909090909091
"405356112205601",2013-08-14,"10:45","GB2",24.3,NA,6.5,1.94,0.954,NA,7.8,8.29,179,1.138,15.7293497363796
"405356112205601",2013-09-19,"16:35","GB2",21.6,NA,0.5,0.255,0.222,NA,3.74,3.52,138,1.103,12.5113327289211
"405356112205601",2013-09-19,"16:46","GB2",21.1,NA,7.1,1.75,1.08,NA,8.85,13,138,1.135,12.15859030837
"405356112205601",2013-11-01,"13:00","GB2",12.3,NA,0.2,0.284,0.203,7.49,3.53,3.93,141,1.104,12.7717391304348
"405356112205601",2013-11-01,"13:30","GB2",14.3,NA,7.3,1.31,1.21,126,8.63,9.31,165,1.125,14.6666666666667
"405356112205601",2013-11-07,"12:18","GB2",10.5,NA,0.5,0.504,0.197,NA,3.47,4.19,142,1.108,12.8158844765343
"405356112205601",2013-11-07,"12:20","GB2",11.7,NA,7,2.21,1.34,NA,6.99,13.4,177,1.136,15.580985915493
"405356112205601",2013-12-23,"10:00","GB2",-0.6,NA,0.5,0.289,0.202,NA,2.6,2.9,138,1.104,12.5
"405356112205601",2013-12-23,"10:10","GB2",7.7,NA,7.5,1.91,1.36,NA,7.19,3.76,172,1.131,15.2077807250221
"405356112205601",2014-01-16,"10:00","GB2",0,NA,0.5,0.3,0.194,NA,2.69,3.06,140,1.107,12.646793134598
"405356112205601",2014-01-16,"10:05","GB2",2.3,NA,7.5,1.92,1.35,NA,7.64,7.99,185,1.144,16.1713286713287
"405356112205601",2014-02-25,"11:10","GB2",6.1,NA,0.5,0.3,0.173,NA,3.3,4.41,138,1.103,12.5113327289211
"405356112205601",2014-02-25,"11:20","GB2",5.6,NA,7.8,2.35,1.31,NA,10.1,13,184,1.141,16.1262050832603
"405356112205601",2014-04-03,"11:00","GB2",10.4,NA,0.5,0.319,0.174,NA,3.31,4.24,135,1.101,12.2615803814714
"405356112205601",2014-04-03,"11:20","GB2",7.5,NA,8,2.77,1.32,NA,9.01,13.6,175,1.134,15.4320987654321
"405356112205601",2014-05-13,"11:17","GB2",14.3,NA,0.5,0.309,0.21,NA,3.67,4.45,135,1.101,12.2615803814714
"405356112205601",2014-05-13,"11:42","GB2",13.3,NA,7,3.39,1.44,NA,9.71,20.3,163,1.129,14.4375553587245
"405356112205601",2014-06-12,"10:30","GB2",22.1,NA,0.5,0.294,0.266,NA,3.98,4.52,136,1.102,12.3411978221416
"405356112205601",2014-06-12,"10:40","GB2",15.3,NA,7.5,0.402,0.409,NA,4.47,5.06,139,1.104,12.5905797101449
"405356112205601",2014-07-10,"11:10","GB2",25.7,NA,0.5,0.314,0.31,NA,4.37,4.34,140,1.105,12.6696832579186
"405356112205601",2014-07-10,"11:20","GB2",NA,NA,7.5,0.425,0.409,NA,4.79,4.82,142,1.106,12.8390596745027
"405356112205601",2014-08-28,"10:57","GB2",22.9,NA,0.5,0.386,0.319,NA,4.48,5.2,146,1.109,13.1650135256988
"405356112205601",2014-08-28,"11:10","GB2",22.5,NA,7,0.374,0.302,NA,4.36,4.94,146,1.109,13.1650135256988
"405356112205601",2014-09-24,"09:50","GB2",21.5,NA,0.5,0.303,0.265,NA,4.09,4.02,148,1.111,13.3213321332133
"405356112205601",2014-09-24,"10:10","GB2",21.1,NA,7.5,0.344,0.277,NA,4.16,4.66,149,1.112,13.3992805755396
"405356112205601",2014-10-29,"10:00","GB2",13.9,NA,0.5,0.345,0.368,NA,4.96,4.57,151,1.114,13.5547576301616
"405356112205601",2014-10-29,"10:10","GB2",13.9,NA,7,0.343,0.372,NA,5,4.52,150,1.114,13.4649910233393
"405356112205601",2014-12-01,"10:09","GB2",5.1,NA,0.5,0.365,0.228,NA,4.05,5.27,151,1.114,13.5547576301616
"405356112205601",2014-12-01,"10:15","GB2",5.3,NA,7.2,0.371,0.223,NA,4.16,5.31,151,1.114,13.5547576301616
"405356112205601",2014-12-16,"10:20","GB2",5,NA,0.5,0.363,0.248,NA,3.95,4.92,150,1.113,13.4770889487871
"405356112205601",2014-12-16,"10:30","GB2",5.6,NA,7.3,0.378,0.223,NA,3.86,4.98,150,1.113,13.4770889487871
"405356112205601",2015-01-26,"10:55","GB2",1.6,NA,0.5,0.337,0.215,NA,3.91,4.42,146,1.11,13.1531531531532
"405356112205601",2015-01-26,"11:05","GB2",1.2,NA,7.6,0.373,0.238,NA,4.1,4.74,149,1.113,13.3872416891285
"405356112205601",2015-03-04,"10:26","GB2",5.1,NA,0.5,0.328,0.225,NA,3.64,4.91,144,1.108,12.9963898916967
"405356112205601",2015-03-04,"11:00","GB2",3.4,NA,7.8,0.486,0.285,NA,4.18,5.91,NA,1.112,NA
"405356112205601",2015-03-30,"10:25","GB2",12.1,NA,0.5,0.316,0.217,NA,3.72,4.35,144,1.108,12.9963898916967
"405356112205601",2015-03-30,"11:00","GB2",4.7,NA,7.5,0.565,0.363,NA,4.39,4.07,148,1.111,13.3213321332133
"405356112205601",2015-04-22,"10:30","GB2",14.6,NA,0.5,0.356,0.228,NA,4.08,5.06,145,1.109,13.0748422001803
"405356112205601",2015-04-22,"10:40","GB2",10.4,NA,7.6,0.381,0.224,NA,4.04,5.24,145,1.109,13.0748422001803
"405356112205601",2015-05-20,"10:16","GB2",15.8,NA,0.5,0.329,0.213,NA,4.31,4.83,144,1.109,12.9846708746619
"405356112205601",2015-05-20,"10:20","GB2",14.9,NA,7,0.331,0.206,NA,4.35,4.75,144,1.109,12.9846708746619
"405356112205601",2015-06-19,"12:00","GB2",25.4,NA,0.2,0.317,0.296,0.34,4.73,4.96,142,1.106,12.8390596745027
"405356112205601",2015-06-19,"12:45","GB2",15.2,NA,8,0.51,0.369,38.4,5.07,6.44,144,1.108,12.9963898916967
"405356112205601",2015-06-25,"10:30","GB2",26.1,NA,0.5,0.316,0.299,NA,4.7,4.95,144,1.107,13.0081300813008
"405356112205601",2015-06-25,"10:50","GB2",17.5,NA,7,0.529,0.403,NA,5.52,6.3,145,1.108,13.086642599278
"405356112205601",2015-07-29,"16:15","GB2",25.1,NA,0.5,0.368,0.324,NA,4.89,4.89,149,1.113,13.3872416891285
"405356112205601",2015-07-29,"16:30","GB2",24,NA,7,0.358,0.309,NA,4.89,5.02,148,1.113,13.2973944294699
"405356112205601",2015-09-22,"11:45","GB2",20.2,NA,0.5,0.385,0.271,NA,4.53,5.64,155,1.116,13.8888888888889
"405356112205601",2015-09-22,"11:50","GB2",19.3,NA,7,0.329,0.249,NA,4.38,5.17,155,1.116,13.8888888888889
"405356112205601",2015-10-16,"09:45","GB2",19.4,NA,0.2,0.328,0.327,0.51,4.33,4.33,155,1.117,13.876454789615
"405356112205601",2015-10-16,"10:45","GB2",19.7,NA,7,0.339,0.327,0.54,4.37,4.44,156,1.118,13.953488372093
"405356112205601",2015-10-28,"10:55","GB2",16.4,NA,0.5,0.338,0.335,NA,5.1,4.64,156,1.118,13.953488372093
"405356112205601",2015-10-28,"11:08","GB2",16.4,NA,7,0.337,0.344,NA,4.9,4.87,156,1.118,13.953488372093
"405356112205601",2015-12-02,"11:20","GB2",3.5,NA,0.5,0.368,0.327,NA,4.57,5.8,157,1.119,14.0303842716711
"405356112205601",2015-12-02,"11:30","GB2",3.3,NA,7,0.399,0.345,NA,4.54,4.94,156,1.118,13.953488372093
"405356112205601",2015-12-28,"10:30","GB2",-0.3,NA,0.5,0.395,0.321,NA,4.84,5.11,154,1.116,13.7992831541219
"405356112205601",2015-12-28,"10:50","GB2",0.9,NA,7,0.436,0.346,NA,4.9,5.48,156,1.117,13.9659803043868
"405356112205601",2016-01-27,"10:33","GB2",0.2,NA,0.5,0.367,0.305,NA,4.66,5.37,150,1.112,13.4892086330935
"405356112205601",2016-01-27,"10:38","GB2",0.4,NA,7,0.407,0.292,NA,4.46,5.3,155,1.117,13.876454789615
"405356112205601",2016-03-01,"10:08","GB2",6.9,NA,0.5,0.439,0.29,NA,4.41,5.43,144.7,1.109,13.0477908025248
"405356112205601",2016-03-01,"10:15","GB2",2.1,NA,7,0.453,0.296,NA,4.66,5.9,152.4,1.115,13.6681614349776
"405356112205601",2016-03-30,"10:10","GB2",8.6,NA,0.5,0.366,0.215,NA,3.65,4.58,144,1.108,12.9963898916967
"405356112205601",2016-03-30,"10:25","GB2",7,NA,7,0.522,0.302,NA,4.15,5.69,148,1.111,13.3213321332133
"405356112205601",2016-04-21,"10:05","GB2",14.8,NA,0.5,0.331,0.206,NA,4.06,4.96,142,1.106,12.8390596745027
"405356112205601",2016-04-21,"10:10","GB2",11.7,NA,7,0.371,0.223,NA,4.1,5.18,143,1.107,12.9177958446251
"405356112205601",2016-06-02,"09:50","GB2",19.7,NA,0.5,0.339,0.319,NA,4.22,4.33,141,1.106,12.748643761302
"405356112205601",2016-06-02,"10:00","GB2",16.8,NA,7.5,0.353,0.309,NA,4.3,4.23,141,1.106,12.748643761302
"405356112205601",2016-06-09,"09:50","GB2",22.7,3.96,0.2,0.333,0.311,0.31,4.1,4.09,141,1.105,12.7601809954751
"405356112205601",2016-06-09,"10:15","GB2",18.3,3.96,7.3,0.375,0.334,1.01,4.39,4.53,142,1.106,12.8390596745027
