UID,SITE_ID,STATE,DATE_COL,BATCH_ID,PARAMETER,PARAMETER_2,PARAMETER_NAME,RESULT,UNITS,MDL,MRL,PQL,DATE_ANALYZED,HOLDING_TIME,QACODE,LAB_SAMPLE_ID,SAMPLE_ID,METHOD
626,NCCA10-1218,OR,40337,100621.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.31,mg N/L,0.015,0.03,,40350,13,,1010050,567421,
626,NCCA10-1218,OR,40337,100621.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.05351625,mg P/L,0.0012,0.0024,,40350,13,,1010050,567421,
626,NCCA10-1218,OR,40337,100624,CHLA,Chlorophyll_a_ugL,Chlorophyll A,7.79008,ug/L,0.09,,,40353,16,J01,1010050,567422,
627,NCCA10-1216,WA,40373,100727.1,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.62,ug/L,0.09,,,40386,13,J01,1010438,567442,
627,NCCA10-1216,WA,40373,100728.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.3875,mg N/L,0.015,0.03,,40387,14,,1010438,567441,
627,NCCA10-1216,WA,40373,100728.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.069545,mg P/L,0.0012,0.0024,,40387,14,,1010438,567441,
628,NCCA10-1215,OR,40336,100624,CHLA,Chlorophyll_a_ugL,Chlorophyll A,8.91,ug/L,0.09,,,40353,17,J01,1010037,567312,
628,NCCA10-1215,OR,40336,100621.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.30125,mg N/L,0.015,0.03,,40350,14,,1010037,567311,
628,NCCA10-1215,OR,40336,100621.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.050585,mg P/L,0.0012,0.0024,,40350,14,,1010037,567311,
629,NCCA10-1207,GA,40386,100810,CHLA,Chlorophyll_a_ugL,Chlorophyll A,11.31,ug/L,0.09,,,40400,14,J01,1010580,570702,
629,NCCA10-1207,GA,40386,100803.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.5575,mg N/L,0.015,0.03,,40393,7,,1010580,570701,
629,NCCA10-1207,GA,40386,100803.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.09526625,mg P/L,0.0012,0.0024,,40393,7,,1010580,570701,
630,NCCA10-1203,NC,40379,100730,CHLA,Chlorophyll_a_ugL,Chlorophyll A,10.72,ug/L,0.09,,,40389,10,J01,1010525,570292,
630,NCCA10-1203,NC,40379,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.58375,mg N/L,0.015,0.03,,40389,10,,1010525,570291,
630,NCCA10-1203,NC,40379,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0816075,mg P/L,0.0012,0.0024,,40389,10,,1010525,570291,
631,NCCA10-1198,GA,40387,100812,CHLA,Chlorophyll_a_ugL,Chlorophyll A,17.87,ug/L,0.09,,,40402,15,J01,1010620,570712,
631,NCCA10-1198,GA,40387,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.6175,mg N/L,0.015,0.03,,40394,7,,1010620,570711,
631,NCCA10-1198,GA,40387,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.096125,mg P/L,0.0012,0.0024,,40394,7,,1010620,570711,
634,NCCAGL10-1179,OH,40343,100628,CHLA,Chlorophyll_a_ugL,Chlorophyll A,4.97,ug/L,0.09,,,40357,14,J01,1010079,561062,
634,NCCAGL10-1179,OH,40343,100622.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.01563,mg P/L,0.001,0.004,,40351,8,,1010079,561061,
634,NCCAGL10-1179,OH,40343,100622.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.92125,mg N/L,0.036,,,40351,8,,1010079,561061,
635,NCCAGL10-1174,OH,40366,100714,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.3,ug/L,0.09,,,40373,7,J01,1010260,561532,
635,NCCAGL10-1174,OH,40366,100714.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00879375,mg P/L,0.001,0.004,,40373,7,,1010260,561531,
635,NCCAGL10-1174,OH,40366,100714.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.61875,mg N/L,0.036,,,40373,7,,1010260,561531,
636,NCCA10-1174,FL,40358,100707,CHLA,Chlorophyll_a_ugL,Chlorophyll A,6.58,ug/L,0.09,,,40366,8,J01,1010215,567542,
636,NCCA10-1174,FL,40358,100707.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.028263375,mg P/L,0.0012,0.0024,,40366,8,,1010215,567541,
636,NCCA10-1174,FL,40358,100707.1,NTL,Total_nitrogen_mgL,Total Nitrogen,1.09125,mg N/L,0.015,0.03,,40366,8,,1010215,567541,
637,NCCA10-1171,FL,40358,100707,CHLA,Chlorophyll_a_ugL,Chlorophyll A,11.71,ug/L,0.09,,,40366,8,J01,1010217,568192,
637,NCCA10-1171,FL,40358,100707.1,NTL,Total_nitrogen_mgL,Total Nitrogen,1.08625,mg N/L,0.015,0.03,,40366,8,,1010217,568191,
637,NCCA10-1171,FL,40358,100707.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03685825,mg P/L,0.0012,0.0024,,40366,8,,1010217,568191,
638,NCCA10-1170,FL,40358,100707,CHLA,Chlorophyll_a_ugL,Chlorophyll A,12.03,ug/L,0.09,,,40366,8,J01,1010216,567512,
638,NCCA10-1170,FL,40358,100707.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.07406925,mg P/L,0.0012,0.0024,,40366,8,,1010216,567511,
638,NCCA10-1170,FL,40358,100707.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.72925,mg N/L,0.015,0.03,,40366,8,,1010216,567511,
639,NCCA10-1166,VA,40367,40379,CHLA,Chlorophyll_a_ugL,Chlorophyll A,19.4,ug/L,0.1,,,40379,12,,E100701370,570512,
639,NCCA10-1166,VA,40367,40373,NTL,Total_nitrogen_mgL,Total Nitrogen,1.459,mg N/L,0.011,,,40373,6,,E100701367,570511,
639,NCCA10-1166,VA,40367,40373,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0183,mg P/L,0.003,,,40373,6,Q21,E100701367,,
640,NCCA10-1165,NC,40350,100701,CHLA,Chlorophyll_a_ugL,Chlorophyll A,10.02,ug/L,0.09,,,40360,10,J01,1010141,566882,
640,NCCA10-1165,NC,40350,100701.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.026851875,mg P/L,0.0012,0.0024,,40360,10,,1010141,566881,
640,NCCA10-1165,NC,40350,100701.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.460625,mg N/L,0.015,0.03,,40360,10,,1010141,566881,
641,NCCAGL10-1164,OH,40381,100803,CHLA,Chlorophyll_a_ugL,Chlorophyll A,12.12,ug/L,0.09,,,40393,12,J01,1010537,561452,
641,NCCAGL10-1164,OH,40381,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02337625,mg P/L,0.001,0.004,,40389,8,,1010537,561451,
641,NCCAGL10-1164,OH,40381,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.865,mg N/L,0.036,,,40389,8,,1010537,561451,
642,NCCA10-1161,NC,40373,100723.2,CHLA,Chlorophyll_a_ugL,Chlorophyll A,8.39,ug/L,0.09,,,40382,9,J01,1010432,572302,
642,NCCA10-1161,NC,40373,100728.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0381025,mg P/L,0.0012,0.0024,,40387,14,,1010432,572301,
642,NCCA10-1161,NC,40373,100728.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.5075,mg N/L,0.015,0.03,,40387,14,,1010432,572301,
643,NCCAGL10-1158,OH,40379,100729,CHLA,Chlorophyll_a_ugL,Chlorophyll A,16.11,ug/L,0.09,,,40388,9,J01,1010499,561312,
643,NCCAGL10-1158,OH,40379,100729.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.56625,mg N/L,0.036,,,40388,9,,1010499,561311,
643,NCCAGL10-1158,OH,40379,100729.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02442625,mg P/L,0.001,0.004,,40388,9,,1010499,561311,
644,NCCA10-1157,NC,40387,100811,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.35,ug/L,0.09,,,40401,14,J01,1010593,570322,
644,NCCA10-1157,NC,40387,100803.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.48875,mg N/L,0.015,0.03,,40393,6,,1010593,570321,
644,NCCA10-1157,NC,40387,100803.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03009,mg P/L,0.0012,0.0024,,40393,6,,1010593,570321,
645,NCCAGL10-1141,OH,40338,100625,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.82,ug/L,0.09,,,40354,16,J01,1010054,561052,
645,NCCAGL10-1141,OH,40338,100621.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.01499,mg P/L,0.001,0.004,,40350,12,,1010054,561051,
645,NCCAGL10-1141,OH,40338,100621.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.68375,mg N/L,0.036,,,40350,12,,1010054,561051,
646,NCCAGL10-1137,OH,40366,100714,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.63,ug/L,0.09,,,40373,7,J01,1010259,561092,
646,NCCAGL10-1137,OH,40366,100714.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.53,mg N/L,0.036,,,40373,7,,1010259,561091,
646,NCCAGL10-1137,OH,40366,100714.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00967875,mg P/L,0.001,0.004,,40373,7,,1010259,561091,
647,NCCA10-1137,NC,40373,100723.2,CHLA,Chlorophyll_a_ugL,Chlorophyll A,14.98,ug/L,0.09,,,40382,9,J01,1010428,568112,
647,NCCA10-1137,NC,40373,100728.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.6275,mg N/L,0.015,0.03,,40387,14,,1010428,568111,
647,NCCA10-1137,NC,40373,100728.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.15157875,mg P/L,0.0012,0.0024,,40387,14,,1010428,568111,
649,NCCAGL10-1125,MI,40368,100717,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.42,ug/L,0.09,,,40376,8,J01,1010323,563522,
649,NCCAGL10-1125,MI,40368,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.37,mg N/L,0.036,,,40380,12,,1010323,563521,
649,NCCAGL10-1125,MI,40368,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00229,mg P/L,0.001,0.004,,40380,12,J03,1010323,563521,
650,NCCAGL10-1121,MI,40373,100727.1,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.37,ug/L,0.09,,,40386,13,J01,1010437,561912,
650,NCCAGL10-1121,MI,40373,100728.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.395,mg N/L,0.036,,,40387,14,,1010437,561911,
650,NCCAGL10-1121,MI,40373,100728.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.003675,mg P/L,0.001,0.004,,40387,14,J03,1010437,561911,
651,NCCAGL10-1103,MI,40374,100727.1,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.51,ug/L,0.09,,,40386,12,J01,1010447,564272,
651,NCCAGL10-1103,MI,40374,100728.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00988375,mg P/L,0.001,0.004,,40387,13,,1010447,564271,
651,NCCAGL10-1103,MI,40374,100728.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.30125,mg N/L,0.036,,,40387,13,,1010447,564271,
652,NCCAGL10-1094,MI,40360,100709,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.63,ug/L,0.09,,,40368,8,J01,1010245,561692,
652,NCCAGL10-1094,MI,40360,100714.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.003245,mg P/L,0.001,0.004,,40373,13,J03,1010245,561691,
652,NCCAGL10-1094,MI,40360,100714.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.395,mg N/L,0.036,,,40373,13,,1010245,561691,
653,NCCA10-1076,ME,40372,100723.1,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.08,ug/L,0.09,,,40382,10,J01,1010405,572192,
653,NCCA10-1076,ME,40372,100728.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.24875,mg N/L,0.015,0.03,,40387,15,,1010405,572191,
653,NCCA10-1076,ME,40372,100728.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02475625,mg P/L,0.0012,0.0024,,40387,15,,1010405,572191,
654,NCCAGL10-1072,MI,40380,100803,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.09,ug/L,0.09,,,40393,13,J01,1010540,564292,
654,NCCAGL10-1072,MI,40380,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.41375,mg N/L,0.036,,,40389,9,,1010540,564291,
654,NCCAGL10-1072,MI,40380,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00302375,mg P/L,0.001,0.004,,40389,9,J03,1010540,564291,
655,NCCAGL10-1065,MI,40379,100730,CHLA,Chlorophyll_a_ugL,Chlorophyll A,5.31,ug/L,0.09,,,40389,10,J01,1010518,561982,
655,NCCAGL10-1065,MI,40379,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.007275,mg P/L,0.001,0.004,,40389,10,,1010518,561981,
655,NCCAGL10-1065,MI,40379,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.4875,mg N/L,0.036,,,40389,10,,1010518,561981,
656,NCCAGL10-1060,MI,40380,100730,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.58,ug/L,0.09,,,40389,9,J01,1010528,563452,
656,NCCAGL10-1060,MI,40380,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.45875,mg N/L,0.036,,,40389,9,,1010528,563451,
656,NCCAGL10-1060,MI,40380,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00249125,mg P/L,0.001,0.004,,40389,9,J03,1010528,563451,
662,NCCA10-2230,WA,40372,100723.1,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.53,ug/L,0.09,,,40382,10,J01,1010399,572582,
662,NCCA10-2230,WA,40372,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02284125,mg P/L,0.0012,0.0024,,40380,8,,1010399,572581,
662,NCCA10-2230,WA,40372,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.12375,mg N/L,0.015,0.03,,40380,8,,1010399,572581,
663,NCCAGL10-2136,OH,40343,100628,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.81,ug/L,0.09,,,40357,14,J01,1010080,562432,
663,NCCAGL10-2136,OH,40343,100622.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.79625,mg N/L,0.036,,,40351,8,,1010080,562431,
663,NCCAGL10-2136,OH,40343,100622.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.012205,mg P/L,0.001,0.004,,40351,8,,1010080,562431,
687,NCCA10-1017,ME,40419,100914,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.66,ug/L,0.09,,,40435,16,J01,1010985,566612,
687,NCCA10-1017,ME,40419,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0447875,mg P/L,0.0012,0.0024,,40464,45,,1010985,566611,
687,NCCA10-1017,ME,40419,100908.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.23625,mg N/L,0.015,0.03,,40429,10,,1010985,566611,
688,NCCA10-1020,ME,40420,100914,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.66,ug/L,0.09,,,40435,15,J01,1010994,566672,
688,NCCA10-1020,ME,40420,100908.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.18875,mg N/L,0.015,0.03,,40429,9,,1010994,566671,
688,NCCA10-1020,ME,40420,101014.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03552375,mg P/L,0.0012,0.0024,,40465,45,,1010994,566671,
689,NCCA10-1021,ME,40419,100914,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.91,ug/L,0.09,,,40435,16,J01,1010986,566862,
689,NCCA10-1021,ME,40419,100908.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.215,mg N/L,0.015,0.03,,40429,10,,1010986,566861,
689,NCCA10-1021,ME,40419,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.04924,mg P/L,0.0012,0.0024,,40464,45,,1010986,566861,
690,NCCA10-1022,ME,40420,100916,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.21,ug/L,0.09,,,40437,17,J01,1011016,566552,
690,NCCA10-1022,ME,40420,101014.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03161,mg P/L,0.0012,0.0024,,40465,45,,1011016,566551,
690,NCCA10-1022,ME,40420,100908.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.19,mg N/L,0.015,0.03,,40429,9,,1011016,566551,
691,NCCA10-1023,MA,40368,100717,CHLA,Chlorophyll_a_ugL,Chlorophyll A,5.2,ug/L,0.09,,,40376,8,J01,1010319,572482,
691,NCCA10-1023,MA,40368,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.3125,mg N/L,0.015,0.03,,40380,12,,1010319,572481,
691,NCCA10-1023,MA,40368,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03638125,mg P/L,0.0012,0.0024,,40380,12,,1010319,572481,
692,NCCA10-1024,MA,40367,100717,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.18,ug/L,0.09,,,40376,9,J01,1010318,572352,
692,NCCA10-1024,MA,40367,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03525375,mg P/L,0.0012,0.0024,,40380,13,,1010318,572351,
692,NCCA10-1024,MA,40367,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.23,mg N/L,0.015,0.03,,40380,13,,1010318,572351,
693,NCCA10-1025,MA,40374,100723.2,CHLA,Chlorophyll_a_ugL,Chlorophyll A,4.95,ug/L,0.09,,,40382,8,J01,1010422,572332,
693,NCCA10-1025,MA,40374,100728.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.24875,mg N/L,0.015,0.03,,40387,13,,1010422,572331,
693,NCCA10-1025,MA,40374,100728.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02278,mg P/L,0.0012,0.0024,,40387,13,,1010422,572331,
694,NCCA10-1026,MA,40367,100717,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.26,ug/L,0.09,,,40376,9,J01,1010320,572432,
694,NCCA10-1026,MA,40367,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.155,mg N/L,0.015,0.03,,40380,13,,1010320,572431,
694,NCCA10-1026,MA,40367,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0187525,mg P/L,0.0012,0.0024,,40380,13,,1010320,572431,
695,NCCA10-1028,MA,40367,100717,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.31,ug/L,0.09,,,40376,9,J01,1010317,572242,
695,NCCA10-1028,MA,40367,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.01972125,mg P/L,0.0012,0.0024,,40380,13,,1010317,572241,
695,NCCA10-1028,MA,40367,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.19375,mg N/L,0.015,0.03,,40380,13,,1010317,572241,
696,NCCA10-1029,MA,40374,100723.2,CHLA,Chlorophyll_a_ugL,Chlorophyll A,4.52,ug/L,0.09,,,40382,8,J01,1010421,572232,
696,NCCA10-1029,MA,40374,100728.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03079375,mg P/L,0.0012,0.0024,,40387,13,,1010421,572231,
696,NCCA10-1029,MA,40374,100728.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.25125,mg N/L,0.015,0.03,,40387,13,,1010421,572231,
697,NCCA10-1030,MA,40368,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0451,mg P/L,0.0012,0.0024,,40380,12,,1010321,572441,
697,NCCA10-1030,MA,40368,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.2425,mg N/L,0.015,0.03,,40380,12,,1010321,572441,
697,NCCA10-1030,MA,40368,100717,CHLA,Chlorophyll_a_ugL,Chlorophyll A,5.196114286,ug/L,0.09,,,40376,8,J01,1010321,572442,
699,NCCA10-1033,MA,40375,100728,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.93,ug/L,0.09,,,40387,12,J01,1010462,572342,
699,NCCA10-1033,MA,40375,100729.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03467375,mg P/L,0.0012,0.0024,,40388,13,,1010462,572341,
699,NCCA10-1033,MA,40375,100729.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.23625,mg N/L,0.015,0.03,,40388,13,,1010462,572341,
700,NCCA10-1037,NH,40380,101109,PTL,Total_phosphorus_mgL,Total Phosphorus,0.051,mg P/L,0.007,,,40491,,Q06,NCAW07211001,567251,
700,NCCA10-1037,NH,40380,101008,NTL,Total_nitrogen_mgL,Total Nitrogen,0.557,mg N/L,0.015,,,40459,,Q06,NCAW07211001,567251,
700,NCCA10-1037,NH,40380,120101,CHLA,Chlorophyll_a_ugL,Chlorophyll A,11.34,ug/L,0.06,,,40909,,Q06,NCAW07211001,567252,
701,NCCA10-1040,NH,40393,101109,PTL,Total_phosphorus_mgL,Total Phosphorus,0.032,mg P/L,0.007,,,40491,,Q06,NCAW08031001,566901,
701,NCCA10-1040,NH,40393,101008,NTL,Total_nitrogen_mgL,Total Nitrogen,0.373,mg N/L,0.015,,,40459,,Q06,NCAW08031001,566901,
701,NCCA10-1040,NH,40393,120101,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.93,ug/L,0.06,,,40909,,Q06,NCAW08031001,566902,
703,NCCA10-1049,ME,40381,100803,CHLA,Chlorophyll_a_ugL,Chlorophyll A,4.17,ug/L,0.09,,,40393,12,J01,1010544,572102,
703,NCCA10-1049,ME,40381,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.2675,mg N/L,0.015,0.03,,40389,8,,1010544,572101,
703,NCCA10-1049,ME,40381,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02963875,mg P/L,0.0012,0.0024,,40389,8,,1010544,572101,
704,NCCA10-1051,ME,40379,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.21125,mg N/L,0.015,0.03,,40389,10,,1010513,571871,
704,NCCA10-1051,ME,40379,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02609125,mg P/L,0.0012,0.0024,,40389,10,,1010513,571871,
704,NCCA10-1051,ME,40379,100730,CHLA,Chlorophyll_a_ugL,Chlorophyll A,6.4619,ug/L,0.09,,,40389,10,J01,1010513,571872,
705,NCCA10-1052,ME,40379,100729,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.5,ug/L,0.09,,,40388,9,J01,1010491,570522,
705,NCCA10-1052,ME,40379,100729.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.21625,mg N/L,0.015,0.03,,40388,9,,1010491,570521,
705,NCCA10-1052,ME,40379,100729.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0265575,mg P/L,0.0012,0.0024,,40388,9,,1010491,570521,
706,NCCA10-1053,ME,40378,100729,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.46,ug/L,0.09,,,40388,10,J01,1010508,572542,
706,NCCA10-1053,ME,40378,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.015265,mg P/L,0.0012,0.0024,,40389,11,,1010508,572541,
706,NCCA10-1053,ME,40378,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.205,mg N/L,0.015,0.03,,40389,11,,1010508,572541,
707,NCCA10-1054,ME,40380,100730,CHLA,Chlorophyll_a_ugL,Chlorophyll A,4.28,ug/L,0.09,,,40389,9,J01,1010514,572132,
707,NCCA10-1054,ME,40380,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.255,mg N/L,0.015,0.03,,40389,9,,1010514,572131,
707,NCCA10-1054,ME,40380,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0847525,mg P/L,0.0012,0.0024,,40389,9,,1010514,572131,
708,NCCA10-1055,ME,40378,100729,CHLA,Chlorophyll_a_ugL,Chlorophyll A,4.87,ug/L,0.09,,,40388,10,J01,1010504,572552,
708,NCCA10-1055,ME,40378,100729.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.19375,mg N/L,0.015,0.03,,40388,10,,1010504,572551,
708,NCCA10-1055,ME,40378,100729.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02285375,mg P/L,0.0012,0.0024,,40388,10,,1010504,572551,
709,NCCA10-1056,ME,40381,100803,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.15,ug/L,0.09,,,40393,12,J01,1010543,570542,
709,NCCA10-1056,ME,40381,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0251725,mg P/L,0.0012,0.0024,,40389,8,,1010543,570541,
709,NCCA10-1056,ME,40381,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.23375,mg N/L,0.015,0.03,,40389,8,,1010543,570541,
710,NCCA10-1057,ME,40379,100730,CHLA,Chlorophyll_a_ugL,Chlorophyll A,4.49,ug/L,0.09,,,40389,10,J01,1010524,572522,
710,NCCA10-1057,ME,40379,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.215,mg N/L,0.015,0.03,,40389,10,,1010524,572521,
710,NCCA10-1057,ME,40379,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02325375,mg P/L,0.0012,0.0024,,40389,10,,1010524,572521,
712,NCCA10-1061,ME,40393,100819,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.31,ug/L,0.09,,,40409,16,J01,1010690,567642,
712,NCCA10-1061,ME,40393,100811.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.027455625,mg P/L,0.0012,0.0024,,40401,8,,1010690,567641,
712,NCCA10-1061,ME,40393,100811.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.18875,mg N/L,0.015,0.03,,40401,8,,1010690,567641,
713,NCCA10-1063,ME,40388,100812,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.64,ug/L,0.09,,,40402,14,J01,1010640,571342,
713,NCCA10-1063,ME,40388,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0326325,mg P/L,0.0012,0.0024,,40394,6,,1010640,571341,
713,NCCA10-1063,ME,40388,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.2475,mg N/L,0.015,0.03,,40394,6,,1010640,571341,
714,NCCA10-1064,ME,40401,100831,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.04,ug/L,0.09,,,40421,20,J01,1010796,566042,
714,NCCA10-1064,ME,40401,100818.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.26625,mg N/L,0.015,0.03,,40408,7,,1010796,566041,
714,NCCA10-1064,ME,40401,101007.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0289775,mg P/L,0.0012,0.0024,,40458,57,,1010796,566041,
715,NCCA10-1065,ME,40382,100803,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.36,ug/L,0.09,,,40393,11,J01,1010550,567852,
715,NCCA10-1065,ME,40382,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.25375,mg N/L,0.015,0.03,,40389,7,,1010550,567851,
715,NCCA10-1065,ME,40382,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02198875,mg P/L,0.0012,0.0024,,40389,7,,1010550,567851,
716,NCCA10-1068,ME,40394,100811.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.25875,mg N/L,0.015,0.03,,40401,7,,1010708,571351,
